ID;Data;Provenienza;URL;Esito;Categorie;Dominio;Creato;Aggiornato;Scadenza;Nome del registrante;Organizzazione registrante;Citt� e/o regione del registrante;Nome Registrar;Email;Numero di Malware Trovati;;;;Tipologia di Malware;Famiglie del Malware;Dominio;FilePath;IP
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;aurent.crivello_proposal_E4B9EBEF.zip;42.114.5.20
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;fyiqyvyd2404_proposal_DE6F37C4.zip;178.135.82.182
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;uubysf_3080B9B3.zip;117.201.102.64
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;paacorps_75AC7B8E.zip;59.97.240.194
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;xukoatezo4697_D013A6D3.zip;78.38.21.4
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;other names_330BCD.zip;197.2.5.80
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;general journal entries_1CB3B5.zip;5.160.107.10
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;inventory adjustments_557052.zip;193.95.29.12
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;fixed asset_7CFD80.zip;95.128.191.170
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day', 'Win.Malware.Locky-9627'];xhamster.com;export_xls_837.zip;94.97.243.77
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;item receipts_5E8AB6.zip;59.90.113.175
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day', 'Win.Malware.Locky-11584'];xhamster.com;wire_xls_ACD.zip;216.226.249.36
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day', 'Win.Malware.Locky-9209'];xhamster.com;export_xls_07A.zip;117.204.193.137
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day', 'Win.Malware.Locky-8202'];xhamster.com;wire_xls_136.zip;197.27.55.194
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day', 'Win.Malware.Locky-7990', 'Win.Malware.Locky-9013'];xhamster.com;export_xls_D75.zip;182.186.177.153
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;transfers_D5A.zip;59.96.103.173
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;account_478.zip;186.113.243.69
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;PDF_583.zip;190.18.136.90
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;385091_6402081028.zip;217.253.211.86
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;Order Ankunding-Kiehn_rsBKDGCwbeAZFTs2GB.zip;92.51.117.243
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;Fax-2805205.zip;75.138.51.66
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];xhamster.com;Doc#988326.zip;217.165.121.244
6;2021-06-30;s.e.r.l.a.b.;https://www.ansa.it/;Corretto;Search Engines / Web Catalogues / Portals: This category contains search engines, Web catalogues and Web portals. Dating sites, Social Networking sites and Business Networking sites are not listed here but in their own categories.;ansa.it;29-01-1996;19-03-2021;03-03-2022;Angelo Marrara;Angelo Marrara;None, None;InterNetX GmbH;None;123;;;;############;############;############;############;############
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;5722876338.zip;171.44.133.167
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;24094.zip;14.187.135.133
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;55211809.zip;111.254.221.211
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;64209.zip;120.198.126.181
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;00597340148405.zip;124.9.195.127
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;EMAIL_74225351253663_anna.schaefer.zip;36.232.153.219
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;266787221744.zip;117.255.241.250
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;90447706147.zip;188.19.205.83
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;95394015090.zip;31.163.147.154
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;72607186.zip;117.255.240.149
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;837172090410701.zip;37.79.89.107
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;825477963.zip;117.253.217.52
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;400352602.zip;115.84.91.18
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;8606640190175.zip;111.246.98.135
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;335.zip;117.244.24.120
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;EMAIL_12494140307_nilac.zip;117.253.172.24
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;9459580872.zip;209.59.71.120
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;10341.zip;31.162.1.220
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;54346.zip;95.191.232.3
;;;;;;;;;;;;;;;;;;;SPM;['Doc.Dropper.Agent-5775287-0', 'Spam Zero-Day'];ansa.it;36128.zip;95.188.252.201
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;PRESIDENT-272739599-hhavqqbeo.zip;95.190.104.10
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;MESSAGE_7614367_noface_23.zip;206.214.2.180
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;MESSAGE_83_nilad8732.zip;46.226.181.13
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;INFO_12355490455357_onald.geurtsen.zip;41.76.122.157
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;EMAIL_991815_onald.geurtsen.zip;114.69.240.34
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;EMAIL_9882895649_eleda.zip;118.165.32.142
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;INFO_6686853676433_onald.geurtsen.zip;85.236.169.250
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;cxsdmueat.zip;113.173.8.143
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;tivodefy8485_3033842.zip;93.77.153.108
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;tivodi_3033842.zip;93.77.153.108
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;78.7.73.118
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016z.zip;188.152.176.66
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016v.zip;94.223.130.83
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20161.zip;79.61.152.131
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016k.zip;88.247.93.6
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016o.zip;79.27.140.25
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;24.229.49.8
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;88.247.93.6
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016e.zip;60.49.75.145
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20169.zip;109.99.135.210
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;120.146.175.114
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;88.247.93.6
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;109.99.135.210
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;60.49.75.145
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20165.zip;82.173.180.216
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016x.zip;196.41.51.60
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20165.zip;2.109.245.134
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016u.zip;2.39.206.40
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;2.109.245.134
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragq.zip;151.13.127.253
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20160.zip;151.56.113.59
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;79.27.140.25
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;196.41.51.60
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;95.225.244.160
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20163.zip;2.157.51.232
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;87.48.29.15
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016z.zip;23.24.173.162
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_20164.zip;87.12.80.189
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;91.81.80.199
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 02_2016.zip;95.231.28.242
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;82.78.32.255
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_20161.zip;94.83.155.96
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;78.15.210.107
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_20164.zip;82.85.33.10
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;79.27.140.25
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;59.182.182.56
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;89.97.148.5
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_20164.zip;182.64.27.242
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016o.zip;37.77.122.226
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016v.zip;78.15.210.107
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;37.77.122.226
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016a.zip;78.15.210.107
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Ordine n. 4238 del 01_2016.zip;93.150.71.36
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumente7.zip;91.81.80.199
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;2.39.10.117
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag7.zip;2.39.10.117
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumente.zip;79.58.72.48
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Kopien von Dokumenten.zip;95.242.132.95
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;79.22.86.130
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;217.59.1.154
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;84.182.150.109
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag4.zip;151.70.11.214
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag3.zip;125.99.138.66
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragc.zip;80.181.196.126
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragx.zip;82.217.40.198
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;91.81.80.199
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;79.26.114.202
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragb.zip;46.255.242.51
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragg.zip;151.49.236.125
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag5.zip;217.59.1.154
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumenteg.zip;197.14.51.218
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumente7.zip;95.9.239.73
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertrag.zip;159.213.71.243
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumente.zip;95.229.87.209
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Darlehensvertragw.zip;77.248.148.106
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Wichtige dokumentes.zip;87.48.29.15
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Kopien von Dokumentenu.zip;195.60.190.230
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016j.zip;195.134.179.231
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;188.15.106.169
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20160.zip;79.0.0.249
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20165.zip;84.182.146.134
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20166.zip;79.1.239.71
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016j.zip;193.253.40.115
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20165.zip;139.130.177.83
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016z.zip;91.113.63.230
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;113.130.126.236
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;184.98.181.67
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016w.zip;113.130.126.236
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;80.122.117.222
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;113.130.126.236
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;88.116.209.170
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016r.zip;151.56.64.234
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016p.zip;217.7.124.114
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;217.7.124.114
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20164.zip;2.39.10.117
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_20166.zip;213.182.82.4
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;85.106.153.229
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;151.52.84.57
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fattura 08_02_2016.zip;83.216.174.194
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;471397549_Lueilwitz LLC_Mrs. Neva Prosacco.zip;190.27.213.130
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;549548261_Lueilwitz LLC_Mrs. Neva Prosacco.zip;190.27.213.130
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;Fax-4687587.zip;187.141.176.34
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];ansa.it;C7fmpKbHRr8t.zip;85.105.18.151
