ID;Data;Provenienza;URL;Esito;Categorie;Dominio;Creato;Aggiornato;Scadenza;Nome del registrante;Organizzazione registrante;Città e/o regione del registrante;Nome Registrar;Email;Numero di Malware Trovati;;;;Tipologia di Malware;Famiglie del Malware;Dominio;FilePath;IP
5;2021-04-22;c.n.c.p.o.;https://www.vergineporno.com/;Corretto;Pornography: Includes Web sites containing the depiction of sexually explicit activities and erotic content unsuitable to persons under the age of 18.;vergineporno.com;2015-04-20;2021-02-17;2025-04-20;None;None;None, Verona;GoDaddy.com, LLC;abuse@godaddy.com;0;;;;############;############;############;############;############
6;2021-04-22;c.n.c.p.o.;https://it.pornhub.com/;Corretto;Pornography: Includes Web sites containing the depiction of sexually explicit activities and erotic content unsuitable to persons under the age of 18.;pornhub.com;2000-10-31;2019-02-26;2021-10-30;Whois Privacy;Whois Privacy (enumDNS dba);Root-sur-Syre, None;Eurodns S.A.;['legal@eurodns.com', 'legalservices@eurodns.com', '77423009d240d737_o@whoisprivacy.com', '77423009d240d737_a@whoisprivacy.com', '77423009d240d737_t@whoisprivacy.com'];6;;;;############;############;############;############;############
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;splurge fastener hillock.zip;87.223.191.228
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;813205-.zip;80.193.220.10
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;Scan#851270827.zip;189.203.101.224
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;skge9bQ6Bji33.zip;125.254.66.94
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;JB0eU063jL7V6.zip;125.254.66.94
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];pornhub.com;wPhxiWb4.zip;198.245.215.4
7;2021-04-22;c.n.c.p.o.;https://www.youporn.com/;Corretto;Pornography: Includes Web sites containing the depiction of sexually explicit activities and erotic content unsuitable to persons under the age of 18.;youporn.com;2005-12-02;2019-02-26;2021-05-22;Whois Privacy;Whois Privacy (enumDNS dba);Root-sur-Syre, None;Eurodns S.A.;['legal@eurodns.com', 'legalservices@eurodns.com', 'b1405f5b846e8a80_o@whoisprivacy.com', 'b1405f5b846e8a80_a@whoisprivacy.com', 'b1405f5b846e8a80_t@whoisprivacy.com'];3;;;;############;############;############;############;############
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];youporn.com;documents Deon PineGL.zip;67.60.35.159
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];youporn.com;Fax-24490378-189095445.zip;76.167.89.139
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];youporn.com;fax 327296043.zip;50.206.230.34
8;2021-04-22;c.n.c.p.o.;https://serlab.di.uniba.it/;Corretto;Education: Includes e-learning Web sites, dictionaries, encyclopaedias, scientific literature and educational institutions such as universities, colleges, schools, kindergartens etc.;uniba.it;1996-01-29;2021-02-14;2022-01-29;Vito Zupa;Consortium GARR;None, None;Consortium GARR;None;39;;;;############;############;############;############;############
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;339395608.zip;118.168.163.210
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;95.zip;222.254.34.31
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;308213751623389.zip;37.114.144.78
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;2872246240.zip;218.26.97.162
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;8799.zip;120.219.38.251
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;14845.zip;117.245.76.46
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;851189758245871.zip;94.51.154.154
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;13269_ceciliasage.zip;176.209.43.244
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_7549696_kletzand.zip;212.69.6.61
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_9583433154789_oywipyhyve7159.zip;117.243.182.37
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_9583433154789_oywiraso6775.zip;117.243.182.37
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_858196484935672_ceciliasage.zip;95.104.171.212
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_858196484935672_ceciliasand.zip;95.104.171.212
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_072218239235775_oywipyhyve7159.zip;117.255.209.26
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_072218239235775_oywiraso6775.zip;117.255.209.26
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_660045331_ceciliasage.zip;173.198.251.13
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_660045331_ceciliasand.zip;173.198.251.13
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_60321_ceciliasand.zip;50.253.137.241
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_60321_ceciliasage.zip;50.253.137.241
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_89564448602_ceciliasage.zip;183.117.2.164
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_89564448602_ceciliasand.zip;183.117.2.164
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_93977833_ceciliasage.zip;219.237.221.50
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_93977833_ceciliasand.zip;219.237.221.50
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;gsg.INVOICE_047007515_kletzand.zip;87.0.218.229
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_33574806561716_ceciliasand.zip;14.64.17.117
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_33574806561716_ceciliasage.zip;14.64.17.117
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_826947894_kletzand.zip;179.192.203.236
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_0990889_ceciliasand.zip;14.44.153.220
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;EMAIL_0990889_ceciliasage.zip;14.44.153.220
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_9540852833_oywiraso6775.zip;160.80.87.187
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;INFO_9540852833_oywipyhyve7159.zip;160.80.87.187
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;img-908661346417003351345 pdf.zip;223.255.148.190
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;img-847251453773682692703 pdf.zip;61.78.230.124
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;img-999419315504951385268 pdf.zip;113.193.248.162
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;img-697763830683427927275 pdf.zip;124.194.139.194
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;img-751950370922263637908 pdf.zip;123.143.16.35
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;Bank-Kaelyn Raynor_Kunze-Jast_invoice0252620.zip;93.108.241.180
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;myFax_Judge Rosenbaum_447-192-8488_3671996057134210.zip;71.80.160.139
;;;;;;;;;;;;;;;;;;;SPM;['Spam Zero-Day'];uniba.it;Rechnung vom 19.03.2015 - Stellvertretender Sachbearbeiter Online Pay GmbH.zip;193.204.176.10
